domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,ip_address,country,vt_available,urlscan_available,whois_available,timestamp
"001win-login.com","https://001win-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-22T06:16:10Z","2026-06-22T06:16:10Z","","","false","true","true","2025-07-07T11:26:09.818Z"
"006bet-login.com","https://006bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-22T10:56:24Z","2026-06-22T10:56:24Z","","","false","true","true","2025-07-07T11:26:26.735Z"
"007game-login.com","https://007game-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-22T06:16:54Z","2026-06-22T06:16:54Z","","","false","true","true","2025-07-07T11:26:43.642Z"
"0088betlogin.com","https://0088betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-24T07:34:14Z","2026-06-24T07:34:14Z","","","false","true","true","2025-07-07T11:27:01.799Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:06Z","2026-06-22T11:33:06Z","","","false","true","true","2025-07-07T11:27:19.679Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:27Z","2026-06-22T11:33:27Z","","","false","true","true","2025-07-07T11:27:38.541Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:46Z","2026-06-22T11:33:46Z","","","false","true","true","2025-07-07T11:27:55.825Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:34:04Z","2026-06-22T11:34:04Z","","","false","true","true","2025-07-07T11:28:12.410Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:34:24Z","2026-06-22T11:34:24Z","","","false","true","true","2025-07-07T11:28:30.508Z"
"01bet-login.com","https://01bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-21T11:44:19Z","2026-06-21T11:44:19Z","","","false","true","true","2025-07-07T11:28:46.939Z"
"02bet-login.com","https://02bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-24T07:44:00Z","2026-06-24T07:44:00Z","","","false","true","true","2025-07-07T11:29:15.319Z"
"02ukjulyupdate.com","https://02ukjulyupdate.com",3,"blacklist_match","","update",0,0,"false","unknown","Tucows Domains Inc.","2025-07-02T16:09:20Z","2026-07-02T16:09:20Z","","","false","false","true","2025-07-07T11:29:31.619Z"
"050bet-login.com","https://050bet-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-29T08:19:37Z","2026-06-29T08:19:37Z","","","false","true","true","2025-07-07T11:29:48.285Z"
"050betlogin.com","https://050betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-21T11:44:18Z","2026-06-21T11:44:18Z","","","false","true","true","2025-07-07T11:30:04.749Z"
"0532oracle.com","https://0532oracle.com",5,"medium_risk","oracle","",0,0,"false","unknown","Name SRS AB","2025-07-01T08:05:15Z","2026-07-01T08:05:15Z","","","false","false","true","2025-07-07T11:30:23.347Z"
"05xlogin.com","https://05xlogin.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-07-03T09:28:01Z","2026-07-03T09:28:01Z","","","false","true","true","2025-07-07T11:30:41.886Z"
"0meterchasers.com","https://0meterchasers.com",5,"medium_risk","chase","",0,0,"false","unknown","Wix.com Ltd.","2025-06-24T23:45:11Z","2027-06-24T23:45:11Z","","","false","false","true","2025-07-07T11:31:15.667Z"
"0xsmartbank.com","https://0xsmartbank.com",3,"blacklist_match","","bank",0,0,"false","unknown","NameCheap, Inc.","2025-06-24T16:14:40Z","2026-06-24T16:14:40Z","","","false","true","true","2025-07-07T11:31:47.012Z"
"0001-stripe.com","https://0001-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","NICENIC INTERNATIONAL GROUP CO., LIMITED","2025-06-10T09:51:35Z","2026-06-10T09:51:35Z","","","false","false","true","2025-07-07T11:32:21.755Z"
"0007betcomlogin.com","https://0007betcomlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-11T06:24:09Z","2026-06-11T06:24:09Z","","","false","true","true","2025-07-07T11:32:38.515Z"
"000betlogin.com","https://000betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-10T16:02:05Z","2026-06-10T16:02:05Z","","","false","true","true","2025-07-07T11:32:55.027Z"
"001betlogin.com","https://001betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-13T15:40:40Z","2026-06-13T15:40:40Z","","","false","true","true","2025-07-07T11:33:28.295Z"
"001bitcoin.com","https://001bitcoin.com",3,"blacklist_match","","bitcoin",0,0,"false","unknown","Metaregistrar BV","2025-06-08T15:48:37Z","2026-06-08T15:48:37Z","","","false","true","true","2025-07-07T11:33:44.782Z"
"001win-login.com","https://001win-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-22T06:16:10Z","2026-06-22T06:16:10Z","","","false","true","true","2025-07-07T11:34:01.399Z"
"0066betcomlogin.com","https://0066betcomlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-11T06:24:14Z","2026-06-11T06:24:14Z","","","false","true","true","2025-07-07T11:34:34.998Z"
"006bet-login.com","https://006bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-22T10:56:24Z","2026-06-22T10:56:24Z","","","false","true","true","2025-07-07T11:34:51.774Z"
"007game-login.com","https://007game-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-22T06:16:54Z","2026-06-22T06:16:54Z","","","false","true","true","2025-07-07T11:35:08.083Z"
"007gamelogin.com","https://007gamelogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-17T10:10:14Z","2026-06-17T10:10:14Z","","","false","true","true","2025-07-07T11:35:25.616Z"
"0088betlogin.com","https://0088betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-24T07:34:14Z","2026-06-24T07:34:14Z","","","false","true","true","2025-07-07T11:35:42.032Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:06Z","2026-06-22T11:33:06Z","","","false","true","true","2025-07-07T11:36:00.228Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:27Z","2026-06-22T11:33:27Z","","","false","true","true","2025-07-07T11:36:16.843Z"
"013betcomlogin.com","https://013betcomlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-11T06:24:19Z","2026-06-11T06:24:19Z","","","false","true","true","2025-07-07T11:36:33.604Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:33:46Z","2026-06-22T11:33:46Z","","","false","true","true","2025-07-07T11:36:50.109Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:34:04Z","2026-06-22T11:34:04Z","","","false","true","true","2025-07-07T11:37:06.586Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","stripe","",0,0,"false","unknown","GMO Internet Group, Inc. d/b/a Onamae.com","2025-06-22T11:34:24Z","2026-06-22T11:34:24Z","","","false","true","true","2025-07-07T11:37:23.479Z"
"017betapplogin.com","https://017betapplogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-12T07:58:17Z","2026-06-12T07:58:17Z","","","false","true","true","2025-07-07T11:37:40.106Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","intel","",0,0,"false","unknown","GoDaddy.com, LLC","2025-06-16T03:31:28Z","2027-06-16T03:31:28Z","","","false","false","true","2025-07-07T11:37:56.586Z"
"01bet-login.com","https://01bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-21T11:44:19Z","2026-06-21T11:44:19Z","","","false","true","true","2025-07-07T11:38:12.875Z"
"01-review-stripe.com","https://01-review-stripe.com",7,"medium_risk","stripe","",0,0,"false","active","Atak Domain Bilgi Teknolojileri A.S.","2025-06-09T23:37:18Z","2026-06-09T23:37:18Z","","","false","false","true","2025-07-07T11:38:29.533Z"
"022apple.com","https://022apple.com",7,"medium_risk","apple","",0,0,"false","active","Xin Net Technology Corporation","2025-06-12T09:25:50Z","2026-06-12T09:25:50Z","","","false","true","true","2025-07-07T11:38:46.258Z"
"02bet-login.com","https://02bet-login.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-24T07:44:00Z","2026-06-24T07:44:00Z","","","false","true","true","2025-07-07T11:39:04.737Z"
"02-review-stripe.com","https://02-review-stripe.com",7,"medium_risk","stripe","",0,0,"false","active","Atak Domain Bilgi Teknolojileri A.S.","2025-06-09T23:37:24Z","2026-06-09T23:37:24Z","","","false","false","true","2025-07-07T11:39:21.881Z"
"02ukjulyupdate.com","https://02ukjulyupdate.com",3,"blacklist_match","","update",0,0,"false","unknown","Tucows Domains Inc.","2025-07-02T16:09:20Z","2026-07-02T16:09:20Z","","","false","false","true","2025-07-07T11:39:38.173Z"
"03-review-stripe.com","https://03-review-stripe.com",7,"medium_risk","stripe","",0,0,"false","active","Atak Domain Bilgi Teknolojileri A.S.","2025-06-09T23:37:29Z","2026-06-09T23:37:29Z","","","false","false","true","2025-07-07T11:39:54.324Z"
"04-review-stripe.com","https://04-review-stripe.com",7,"medium_risk","stripe","",0,0,"false","active","Atak Domain Bilgi Teknolojileri A.S.","2025-06-09T23:55:34Z","2026-06-09T23:55:34Z","","","false","true","true","2025-07-07T11:40:11.347Z"
"050bet-login.com","https://050bet-login.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-06-29T08:19:37Z","2026-06-29T08:19:37Z","","","false","true","true","2025-07-07T11:40:29.406Z"
"050betlogin.com","https://050betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-21T11:44:18Z","2026-06-21T11:44:18Z","","","false","true","true","2025-07-07T11:40:45.606Z"
"0532oracle.com","https://0532oracle.com",5,"medium_risk","oracle","",0,0,"false","unknown","Name SRS AB","2025-07-01T08:05:15Z","2026-07-01T08:05:15Z","","","false","false","true","2025-07-07T11:41:02.538Z"
"05-review-stripe.com","https://05-review-stripe.com",7,"medium_risk","stripe","",0,0,"false","active","Atak Domain Bilgi Teknolojileri A.S.","2025-06-09T23:37:35Z","2026-06-09T23:37:35Z","","","false","false","true","2025-07-07T11:41:19.183Z"
"05xlogin.com","https://05xlogin.com",3,"blacklist_match","","login",0,0,"false","unknown","Key-Systems GmbH","2025-07-03T09:28:01Z","2026-07-03T09:28:01Z","","","false","true","true","2025-07-07T11:41:36.132Z"
"l7winlogin.com","https://l7winlogin.com",3,"blacklist_match","","login",0,0,"false","unknown","NameCheap, Inc.","2025-06-23T09:00:21Z","2026-06-23T09:00:21Z","","","false","true","true","2025-07-07T11:42:09.769Z"
"l8betlogin.com","https://l8betlogin.com",5,"medium_risk","","login",0,0,"false","active","Dominet (HK) Limited","2025-06-21T08:11:50Z","2026-06-21T08:11:50Z","","","false","true","true","2025-07-07T11:42:27.130Z"
"laaccountingpro.com","https://laaccountingpro.com",3,"blacklist_match","","account",0,0,"false","unknown","GoDaddy.com, LLC","2025-06-17T19:12:12Z","2026-06-17T19:12:12Z","","","false","false","true","2025-07-07T11:42:43.423Z"
"labanksmedicalservices.com","https://labanksmedicalservices.com",3,"blacklist_match","","bank",0,0,"false","unknown","Network Solutions, LLC","2025-06-10T16:34:13Z","2026-06-10T16:34:13Z","","","false","true","true","2025-07-07T11:43:16.583Z"
"labanksweightloss.com","https://labanksweightloss.com",3,"blacklist_match","","bank",0,0,"false","unknown","Network Solutions, LLC","2025-06-10T16:34:13Z","2026-06-10T16:34:13Z","","","false","true","true","2025-07-07T11:43:33.096Z"
"labawse.com","https://labawse.com",5,"medium_risk","aws","",0,0,"false","unknown","Name SRS AB","2025-07-03T05:42:57Z","2026-07-03T05:42:57Z","","","false","true","true","2025-07-07T11:43:49.720Z"
"labellezzaintelligente.com","https://labellezzaintelligente.com",7,"medium_risk","intel","",0,0,"false","active","Register SPA","2025-06-13T09:53:21Z","2026-06-13T09:53:21Z","","","false","false","true","2025-07-07T11:44:08.359Z"
"labesmetal.com","https://labesmetal.com",5,"medium_risk","meta","",0,0,"false","unknown","Squarespace Domains II LLC","2025-06-17T17:33:38Z","2026-06-17T17:33:38Z","","","false","false","true","2025-07-07T11:44:25.559Z"
"labitcoinmami.com","https://labitcoinmami.com",3,"blacklist_match","","bitcoin",0,0,"false","unknown","Wix.com Ltd.","2025-06-23T14:25:22Z","2027-06-23T14:25:22Z","","","false","true","true","2025-07-07T11:44:42.488Z"
"laboracle.com","https://laboracle.com",5,"medium_risk","oracle","",0,0,"false","unknown","GoDaddy.com, LLC","2025-06-29T18:47:35Z","2028-06-29T18:47:35Z","","","false","false","true","2025-07-07T11:44:59.669Z"
"labormarketupdate.com","https://labormarketupdate.com",3,"blacklist_match","","update",0,0,"false","unknown","GoDaddy.com, LLC","2025-06-21T16:08:01Z","2030-06-21T16:08:01Z","","","false","false","true","2025-07-07T11:45:18.407Z"
"labourlawssolutions.com","https://labourlawssolutions.com",5,"medium_risk","aws","",0,0,"false","unknown","HOSTINGER operations, UAB","2025-06-10T06:35:08Z","2027-06-10T06:35:08Z","","","false","false","true","2025-07-07T11:45:35.383Z"
"laboxbitcoin.com","https://laboxbitcoin.com",3,"blacklist_match","","bitcoin",0,0,"false","unknown","OVH sas","2025-06-20T22:01:19Z","2026-06-20T22:01:19Z","","","false","false","true","2025-07-07T11:45:52.368Z"
"labsauthrs.com","https://labsauthrs.com",3,"blacklist_match","","auth",0,0,"false","unknown","Spaceship, Inc.","2025-06-27T19:11:04Z","2026-06-27T19:11:04Z","","","false","false","true","2025-07-07T11:46:24.562Z"
"labsmeta.com","https://labsmeta.com",5,"medium_risk","meta","",0,0,"false","unknown","Dynadot Inc","2025-06-19T13:46:18Z","2026-06-19T13:46:18Z","","","false","true","true","2025-07-07T11:46:42.736Z"
"labstheadvisoryibank.com","https://labstheadvisoryibank.com",3,"blacklist_match","","bank",0,0,"false","unknown","Dynadot Inc","2025-07-02T18:10:37Z","2026-07-02T18:10:37Z","","","false","true","true","2025-07-07T11:46:59.477Z"
"labstheauthrs.com","https://labstheauthrs.com",3,"blacklist_match","","auth",0,0,"false","unknown","Spaceship, Inc.","2025-06-27T19:11:13Z","2026-06-27T19:11:13Z","","","false","false","true","2025-07-07T11:47:15.681Z"
"labsuperintelligence.com","https://labsuperintelligence.com",5,"medium_risk","intel","",0,0,"false","unknown","Unstoppable Domains Inc.","2025-07-04T04:32:48Z","2026-07-04T04:32:48Z","","","false","false","true","2025-07-07T11:47:31.911Z"
"labubumeta.com","https://labubumeta.com",5,"medium_risk","meta","",0,0,"false","unknown","Dynadot Inc","2025-06-13T01:23:52Z","2026-06-13T01:23:52Z","","","false","false","true","2025-07-07T11:47:50.361Z"
"labubuwallet.com","https://labubuwallet.com",3,"blacklist_match","","wallet",0,0,"false","unknown","Dynadot Inc","2025-06-10T02:33:49Z","2026-06-10T02:33:49Z","","","false","true","true","2025-07-07T11:48:08.128Z"
"lacabanedelametamorphose.com","https://lacabanedelametamorphose.com",5,"medium_risk","meta","",0,0,"false","unknown","IONOS SE","2025-06-10T14:01:18Z","2026-06-10T14:01:18Z","","","false","false","true","2025-07-07T11:48:24.705Z"
"lacasaintelligente.com","https://lacasaintelligente.com",5,"medium_risk","intel","",0,0,"false","unknown","Tucows Domains Inc.","2025-07-03T15:01:51Z","2026-07-03T15:01:51Z","","","false","true","true","2025-07-07T11:48:41.273Z"
"laceyaccountingservices.com","https://laceyaccountingservices.com",3,"blacklist_match","","account",0,0,"false","unknown","Cosmotown, Inc.","2025-07-04T20:22:48Z","2026-07-04T20:22:48Z","","","false","false","true","2025-07-07T11:48:57.405Z"
"laceycarterauthor.com","https://laceycarterauthor.com",3,"blacklist_match","","auth",0,0,"false","unknown","Automattic Inc.","2025-06-24T02:20:45Z","2026-06-24T02:20:45Z","","","false","false","true","2025-07-07T11:49:13.631Z"
"la-coalition-fermat-tesla.com","https://la-coalition-fermat-tesla.com",7,"medium_risk","tesla","",0,0,"false","active","Realtime Register B.V.","2025-06-16T14:45:06Z","2026-06-16T14:45:06Z","","","false","true","true","2025-07-07T11:49:29.909Z"
"lacommunitybankltd.com","https://lacommunitybankltd.com",3,"blacklist_match","","bank",0,0,"false","unknown","DreamHost, LLC","2025-06-16T06:43:10Z","2026-06-16T06:43:10Z","","","false","false","true","2025-07-07T11:49:46.939Z"
"laconsultainteligente.com","https://laconsultainteligente.com",5,"medium_risk","intel","",0,0,"false","unknown","Automattic Inc.","2025-06-28T23:19:52Z","2026-06-28T23:19:52Z","","","false","false","true","2025-07-07T11:50:04.504Z"
"ladangtotologin.com","https://ladangtotologin.com",3,"blacklist_match","","login",0,0,"false","unknown","NameCheap, Inc.","2025-06-27T03:19:45Z","2026-06-27T03:19:45Z","","","false","true","true","2025-07-07T11:50:58.737Z"
"ladbitcoin.com","https://ladbitcoin.com",3,"blacklist_match","","bitcoin",0,0,"false","unknown","Porkbun LLC","2025-06-27T11:37:22Z","2026-06-27T11:37:22Z","","","false","false","true","2025-07-07T11:51:14.829Z"
"ladybugvisa.com","https://ladybugvisa.com",5,"medium_risk","visa","",0,0,"false","unknown","P.A. Viet Nam Company Limited","2025-07-01T11:01:29Z","2026-07-01T11:01:29Z","","","false","false","true","2025-07-07T11:51:31.785Z"
"ladyvisa.com","https://ladyvisa.com",5,"medium_risk","visa","",0,0,"false","unknown","GoDaddy.com, LLC","2025-06-26T15:35:58Z","2026-06-26T15:35:58Z","","","false","false","true","2025-07-07T11:51:48.711Z"
"lafappleby.com","https://lafappleby.com",5,"medium_risk","apple","",0,0,"false","unknown","Squarespace Domains II LLC","2025-06-16T18:41:00Z","2026-06-16T18:41:00Z","","","false","true","true","2025-07-07T11:52:05.133Z"
"lafresquedelintelligenceartificielle.com","https://lafresquedelintelligenceartificielle.com",5,"medium_risk","intel","",0,0,"false","unknown","OVH sas","2025-06-11T11:02:19Z","2026-06-11T11:02:19Z","","","false","false","true","2025-07-07T11:52:22.854Z"
"lagalaxypayment.com","https://lagalaxypayment.com",3,"blacklist_match","","payment",0,0,"false","unknown","Name.com, Inc.","2025-07-02T08:20:19Z","2026-07-02T08:20:19Z","","","false","true","true","2025-07-07T11:52:39.295Z"
"lagobank.com","https://lagobank.com",5,"medium_risk","","bank",0,0,"false","active","DropCatch.com 444 LLC","2025-06-14T18:35:59Z","2026-06-14T18:35:59Z","","","false","true","true","2025-07-07T11:52:58.173Z"
"lagoscrypto.com","https://lagoscrypto.com",3,"blacklist_match","","crypto",0,0,"false","unknown","NameCheap, Inc.","2025-06-28T02:08:53Z","2026-06-28T02:08:53Z","","","false","false","true","2025-07-07T11:53:16.008Z"